Index,Query(한글),LLM Output
0ABOVW,엘이디 화면밝기를 오단계로 해줘,<function_WN>(brightness=5)
0ABOVW,토요일 날씨 추울까,"<function_MO>(timeframe=8, location=""0"")"
0ABOVW,음량을 일단계로 설정해줘,<function_ZV>(volume=1)
0ABOVW,"짖궃다는 치읕 받침이야, 아니면 디귿 받침이야",<function_MR>()
0ABOVW,오류 기록을 보여줘,<function_XO>()
0ABOVW,금요일 날씨 어때,"<function_MO>(timeframe=7, location=""영천"")"
0ABOVW,주말에는 친구들이랑 영화 한 편 볼까 생각 중이야,<function_MR>()
0ABOVW,주말 날씨 좀 알려죠요,"<function_MO>(timeframe=2, location=""0"")"
0ABOVW,티티에스 볼륨을 이십프로로 바꿔줘,<function_ZV>(volume=1)
0ABOVW,대기화면을 실내 공기질로 해줘,<function_HG>(theme=2)
0ABOVW,현재 매너모드가 활성화 되어 있나요,<function_SV>(type=2)
0ABOVW,내일 시드니의 공기질 예보를 보여줘,"<function_IO>(timeframe=1, location=시드니)"
0ABOVW,엘이디 밝기 사단계로 해줘,<function_WN>(brightness=4)
0ABOVW,중풍 바람 세기로 해줘,<function_NK>(speed=2)
0ABOVW,지금 홍콩 피엠이쩜오 때문에 외출하기 괜찮아,"<function_IO>(timeframe=0, location=""홍콩"")"
0ABOVW,화요일 날씨 추울까,"<function_MO>(timeframe=4, location=""0"")"
0ABOVW,바람 세기를 조절해줘,<function_NK>(speed=3)
0ABOVW,이번에 새로 나온 스마트폰이 정말 좋다는데 살까 말까 고민이야,<function_MR>()
0ABOVW,오늘은 그냥 푹 쉬고 싶어 아무것도 하지 않는 하루가 필요해,<function_MR>()
0ABOVW,F01 에러코드의 의미가 무엇인지 알려줄 수 있어,<function_UY>()
0ABOVW,감지 감도 높게 설정해죠요,<function_QD>(type=2)
0ABOVW,금요일 날씨 추울까,"<function_MO>(timeframe=7, location=""0"")"
0ABOVW,요즘 경제 상황이 좀 걱정 돼,<function_MR>()
0ABOVW,이쪽으로 틀어줄 수 있어,<function_FR>()
0ABOVW,내일은 아침 일찍 일어나서 하루를 길게 써볼까 생각 중이야,<function_MR>()
0ABOVW,넌 아침형 인간이야,<function_MR>()
0ABOVW,프라이버시 활성화해줘,<function_GN>(enable=True)
0ABOVW,한국말로 바꿔,<function_HS>(type=1)
0ABOVW,주말 여기에 공기가 나쁠까,"<function_IO>(timeframe=2, location=""0"")"
0ABOVW,새로 산 책을 읽고 있는데 너무 재미있어,<function_MR>()
0ABOVW,목소리 여성으로 바꿔줘,<function_GQ>(gender=1)
0ABOVW,내일 아침에 일찍 일어나서,<function_MR>()
0ABOVW,운동을 해볼까 생각 중이야 팔로미,<function_CK>()
0ABOVW,감지 감도 낮게 조절해줘,<function_QD>(type=0)
0ABOVW,새로운 레스토랑이 생겼던데 다음 주말에 가보자,<function_MR>()
0ABOVW,에이아이 모드에서 실외 대기질 정보 연동 꺼주세요,"<function_BP>(enable=1, type=0)"
0ABOVW,초미세먼지는 어떤 물질입니까,<function_HW>(type=2)
0ABOVW,내일 후쿠오카 대기오염 괜찮아,"<function_IO>(timeframe=1, location=""후쿠오카"")"
0ABOVW,김천의 토요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=8, location=""김천"")"
0ABOVW,이 제품 작동 시 조심해야 할 거 뭐가 있어,<function_DW>(type=4)
0ABOVW,에이아이 모드에서 둘 다 실행 부탁드립니다,"<function_BP>(enable=0, type=2)"
0ABOVW,저는 베이킹을 좋아해요,<function_MR>()
0ABOVW,전원 꽂는 곳 세척 시 뭘 알아야 해,<function_PC>(type=7)
0ABOVW,집에서 영화 보는 게 좋아,<function_MR>()
0ABOVW,다음 달에 있을 중요한 시험을 준비해야 할 것 같아,<function_MR>()
0ABOVW,저녁 먹고 산책 나갈까,<function_MR>()
0ABOVW,운행 빨리 다시 틀어,<function_YA>(move=2)
0ABOVW,내일은 조금 더 생산적인 하루를 보내야겠어,<function_MR>()
0ABOVW,이번 주말에 공부할 계획 있어,<function_MR>()
0ABOVW,주말 날씨 추울까,"<function_MO>(timeframe=2, location=""0"")"
0ABOVW,탑재된 디스플레이에 대해 설명해 죠,<function_JS>(type=7)
0ABOVW,주말 마카오 날씨 몇 도야,"<function_MO>(timeframe=2, location=""마카오"")"
0ABOVW,매너모드에 대해 설명해 줘,<function_JS>(type=1)
0ABOVW,이번에 무슨 브랜드를 살까 고민 중이야,<function_MR>()
0ABOVW,오랜만에 가족들이랑 시간을 보내니까 정말 좋았어,<function_MR>()
0ABOVW,아그라 토요일 날씨 알려줘,"<function_MO>(timeframe=8, location=""아그라"")"
0ABOVW,다음 달에 있을 모임 준비를 미리 해둬야겠어,<function_MR>()
0ABOVW,나서 화씨 단위로 바꿔주세요,<function_EW>(type=1)
0ABOVW,새로 시작한 드라마가 너무 재밌어서 시간 가는 줄 몰랐어,<function_MR>()
0ABOVW,목소리 강도 올려주세요,<function_ZV>(volume=-1)
0ABOVW,나서 프라이버시 기능 켜줘,<function_GN>(enable=True)
0ABOVW,어떻게 충전 포트를 세척할 수 있어,<function_PC>(type=7)
0ABOVW,금요일 날씨 보여줘,"<function_MO>(timeframe=7, location=""0"")"
0ABOVW,센서 민감도가 높음으로 설정되어 있나요,<function_QD>(get=True)
0ABOVW,엘이디 화면밝기를 영으로 해줘,<function_WN>(brightness=0)
0ABOVW,음소거 모드로 지정해줘,<function_MV>(mute=True)
0ABOVW,약풍 바람 세기로 해줘,<function_NK>(speed=1)
0ABOVW,지금 베이징 공기는 어때,"<function_IO>(timeframe=0, location=""베이징"")"
0ABOVW,이번 주말에는 집에서 요리해보는 것도 좋을 것 같아,<function_MR>()
0ABOVW,서대문구 주말 날씨 눈 올까,"<function_MO>(timeframe=2, location=""서대문구"")"
0ABOVW,엘이디 눈 밝기 일단계로 높여줄래,<function_WN>(brightness=1)
0ABOVW,수요일 날씨,"<function_MO>(timeframe=5, location=""0"")"
0ABOVW,매너모드 꺼주세요,<function_ZX>(enable=False)
0ABOVW,다음 주에는 더 열심히 일해야겠어,<function_MR>()
0ABOVW,할 일이 많아 저를 향해 이동해주실래요,<function_CK>()
0ABOVW,일요일 날씨 좀 알려줘요,"<function_MO>(timeframe=9, location=""0"")"
0ABOVW,뭐 마실래,<function_MR>()
0ABOVW,오늘은 무슨 일을 해야 할지 모르겠어 그냥 쉬고 싶어,<function_MR>()
0ABOVW,이 영화 재밌을까,<function_MR>()
0ABOVW,이번 주말에는 오랜만에 친구들이랑 만나기로 했어,<function_MR>()
0ABOVW,어제 저녁에 먹었던 음식이 너무 맛있어서 오늘도 먹고 싶어,<function_MR>()
0ABOVW,인형놀이방에서 청정 시스템 가동해,"<function_FF>(position=""인형놀이방"")"
0ABOVW,금요일 캔버라 날씨 안내해줘,"<function_MO>(timeframe=7, location=""캔버라"")"
0ABOVW,점심 먹었어,<function_MR>()
0ABOVW,유부이 살균 엘이디 상태 알려줘,<function_NN>(get=True)
0ABOVW,유기화합물이 무슨 의미일까,<function_HW>(type=3)
0ABOVW,오늘 하루는 너무 바빠서 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,금요일 시에나 대기질을 화면에 보여줘,"<function_IO>(timeframe=7, location=시에나)"
0ABOVW,현재 기본 테마로 설정되어 있는지 확인해줄 수 있어,<function_HG>(get=True)
0ABOVW,공기청정기 구조를 간단히 설명해줄래,<function_SB>(type=4)
0ABOVW,음소거 비활성화 해줘,<function_MV>(mute=False)
0ABOVW,오늘 저녁에는 친구들과 만나서 시간을 보내기로 했어,<function_MR>()
0ABOVW,내일은 꼭 일찍 일어나서 할 일을 빨리 끝내야겠어,<function_MR>()
0ABOVW,나를 바라봐줄래,<function_FR>()
0ABOVW,날짜 좀 봐줄래,<function_SV>(type=5)
0ABOVW,오늘 하루는 너무 바빴어 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,공기질 상태 표시 작동해,<function_SC>(enable=True)
0ABOVW,일요일 날씨 알려줘,"<function_MO>(timeframe=9, location=""0"")"
0ABOVW,반려동물을 키우고 싶어,<function_MR>()
0ABOVW,토요일 천호동 날씨 알려줘,"<function_MO>(timeframe=8, location=천호동)"
0ABOVW,이동 정지해줘,<function_YA>(move=0)
0ABOVW,무인발권기존 청정 시스템 작동해주세요,"<function_FF>(position=""무인발권기존"")"
0ABOVW,유뷔 엘리디 켜진거 맞나요,<function_NN>(get=True)
0ABOVW,금요일 해남 공기질 때문에 마스크 써야 할까,"<function_IO>(timeframe=7, location=해남)"
0ABOVW,금요일 미세먼지 농도 어때,"<function_IO>(timeframe=7, location=""0"")"
0ABOVW,고스트 모드 중지해줘,<function_BS>(enable=False)
0ABOVW,이산화탄소가 뭔지 말해줘,<function_HW>(type=6)
0ABOVW,내일은 뭘 해야 할지 아직 결정하지 못했어,<function_MR>()
0ABOVW,에이아이 모드 비활성화되어 있는지 알려줘,<function_BP>(get=True)
0ABOVW,주말 기기 근처 공기 상태는 어때,"<function_IO>(timeframe=2, location=""0"")"
0ABOVW,금요일 브레멘 날씨 어때요,"<function_MO>(timeframe=7, location=""브레멘"")"
0ABOVW,센서 민감도 레벨이 무엇인지 알려줄래요,<function_QD>(get=True)
0ABOVW,이번 주말에는 뭐 하고 놀까 새로운 카페나 가볼까,<function_MR>()
0ABOVW,충전할 때에는 뭘 조심해야해,<function_DW>(type=2)
0ABOVW,이 제품의 충전 시간은 몇 시간이야,<function_KP>(type=1)
0ABOVW,온도 단위 바꾸고 싶어요,<function_EW>(type=-1)
0ABOVW,스테이션 위치로 복귀하세요,<function_KI>()
0ABOVW,밝기를 100퍼로 설정해줘,<function_WN>(brightness=5)
0ABOVW,엘이디 공기질 상태표시 꺼,<function_SC>(enable=False)
0ABOVW,맥박 수치 측정하고 싶어,<function_GV>()
0ABOVW,이번 주말에는 뭐 할까 오랜만에 친구들과 시간을 보내고 싶어,<function_MR>()
0ABOVW,토요일 리스본 날씨 좀 알려줘,"<function_MO>(timeframe=8, location=""리스본"")"
0ABOVW,접수상담실에서 바로 청정해주세요,"<function_FF>(position=""접수상담실"")"
0ABOVW,음량을 사로 설정해줘,<function_ZV>(volume=4)
0ABOVW,새로 배운 기술 있으면 공유해줄래,<function_MR>()
0ABOVW,나서 지금 상세 공기질 테마 사용 중이야,<function_HG>(get=True)
0ABOVW,민감도 센서가 뭐예요,<function_JS>(type=9)
0ABOVW,지금 나이로비 공기질 나쁘게 느껴져,"<function_IO>(timeframe=0, location=""나이로비"")"
0ABOVW,주말에는 친구들이랑 오랜만에 만나기로 했어 기대 돼,<function_MR>()
0ABOVW,남성 보이스로 변경해주세요,<function_GQ>(gender=2)
0ABOVW,내일 리마 날씨 어때,"<function_MO>(timeframe=1, location=""리마"")"
0ABOVW,내일은 친구들이랑 만나서 저녁을 먹기로 했어,<function_MR>()
0ABOVW,에이아이 모드의 외부 대기 상태 연동 꺼줘,"<function_BP>(enable=1, type=0)"
0ABOVW,좋아하는 취미 활동이 뭐야,<function_MR>()
0ABOVW,약풍,<function_NK>(speed=1)
0ABOVW,소리 볼륨을 삼으로 맞춰줘,<function_ZV>(volume=3)
0ABOVW,나서 오늘 무슨 계획 있어,<function_MR>()
0ABOVW,나서 국내 여행도 좋은 데가 많아,<function_MR>()
0ABOVW,출근하기 싫어,<function_MR>()
0ABOVW,내일 아침에 일어나야 돼,<function_MR>()
0ABOVW,나서 바람 강도 중풍으로 맞춰줘,<function_NK>(speed=2)
0ABOVW,수요일 노원구 대기질을 화면에 보여줘,"<function_IO>(timeframe=5, location=노원구)"
0ABOVW,이번 주말엔 그냥 집에서 푹 쉬어야겠어,<function_MR>()
0ABOVW,스캐닝 기능 시작해주세요,<function_IH>(scan=True)
0ABOVW,나서 청정 기능 재시작해줘,<function_YA>(move=2)
0ABOVW,토요일 천호동 미세먼지 어때,"<function_IO>(timeframe=8, location=천호동)"
0ABOVW,이번 주말에는 가족들이랑 시간을 보내려고 해 오랜만이야,<function_MR>()
0ABOVW,다음 주에는 조금 더 부지런히 시간을 보내야겠어,<function_MR>()
0ABOVW,완충하려면 얼마나 걸려,<function_KP>(type=1)
0ABOVW,내일은 아침 일찍 일어나서 산책을 나가볼까 고민 중이야,<function_MR>()
0ABOVW,분해실 청정 부탁합니다,"<function_FF>(position=""분해실"")"
0ABOVW,듣기 모드 중지해,<function_QT>(enable=False)
0ABOVW,나서 오늘은 하루 종일 비가 와서 기분이 축 처지네,<function_MR>()
0ABOVW,내일은 친구들이랑 만날 예정이라 기대 돼,<function_MR>()
0ABOVW,내일은 집에서 요리나 해볼까 싶어,<function_MR>()
0ABOVW,강남구 수요일 날씨 눈 올까,"<function_MO>(timeframe=5, location=""강남구"")"
0ABOVW,어른이 되고 나서 친구 사귀기가 어렵지 않아,<function_MR>()
0ABOVW,엘이디 밝기 최소로 설정해줘,<function_WN>(brightness=0)
0ABOVW,나서 월요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=3, location=""0"")"
0ABOVW,내일 아침에는 일찍 일어나서 독서를 할 계획이야,<function_MR>()
0ABOVW,나서 목요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=6, location=""0"")"
0ABOVW,주말 로마 공기질 걱정해야 할까,"<function_IO>(timeframe=2, location=로마)"
0ABOVW,새로 산 가방 마음에 들어,<function_MR>()
0ABOVW,주말에 친구들이랑 모임을 가질 예정인데 뭘 입고 갈지 고민이야,<function_MR>()
0ABOVW,매일 아침 산책하는 게 습관이 됐어,<function_MR>()
0ABOVW,목요일 마닐라 날씨 어때,"<function_MO>(timeframe=6, location=""마닐라"")"
0ABOVW,제품 외관이 더러운데 청소 좀 해야겠어,<function_PC>(type=8)
0ABOVW,에이아이 모드 둘 다 켜주시기 바랍니다,"<function_BP>(enable=0, type=2)"
0ABOVW,나서 목요일 싱가포르 공기질 걱정해야 할까,"<function_IO>(timeframe=6, location=싱가포르)"
0ABOVW,금요일 날씨 어떨 거 같아,"<function_MO>(timeframe=7, location=""0"")"
0ABOVW,이번에 새로 배운 취미 있어,<function_MR>()
0ABOVW,충전량 얼마야,<function_JJ>()
0ABOVW,겨울 여행지 추천해줘,<function_MR>()
0ABOVW,하나의 미래 기술을 지금 가질 수 있다면 뭘 원해,<function_MR>()
0ABOVW,이번에 새로 나온 카메라가 정말 좋아 보이는데 살까 말까,<function_MR>()
0ABOVW,고민 중이야 온도 단위 섭씨인지 알려주세요,<function_EW>()
0ABOVW,강품으로 바꿔줘,<function_NK>(speed=3)
0ABOVW,유브이 살균 엘이디 꺼줘,<function_NN>(enable=False)
0ABOVW,이번 주말에는 캠핑을 가기로 했는데 기대 돼,<function_MR>()
0ABOVW,홍보실 공기 청정이 필요해,<function_FF>(position=홍보실)
0ABOVW,이번 주말 계획 말해줄래,<function_MR>()
0ABOVW,책을 다 읽었는데 이제 무슨 책을 읽어야 할지 고민이네,<function_MR>()
0ABOVW,화면 밝기를 최대로 올려줘,<function_WN>(brightness=-1)
0ABOVW,내일 카트만두 날씨 몇 도야,"<function_MO>(timeframe=1, location=""카트만두"")"
0ABOVW,나서 실외 대기질 정보 연동 옵션을 활성화해주실래요,"<function_BP>(enable=0, type=0)"
0ABOVW,이번 주에는 조금 더 계획적으로 살아야겠어,<function_MR>()
0ABOVW,블라디보스토크 화요일 날씨 알려줘,"<function_MO>(timeframe=4, location=""블라디보스토크"")"
0ABOVW,볼륨이 현재 몇 단계인지 궁금해,<function_ZV>(get=True)
0ABOVW,월요일 방콕 미세먼지 어때,"<function_IO>(timeframe=3, location=방콕)"
0ABOVW,공간별 공기질 이력 연동 옵션을 활성화해 주시면 감사하겠습니다 에이아이 모드 설정에서요,"<function_BP>(enable=0, type=1)"
0ABOVW,나서 지금 음소거 모드 해제해줘,<function_MV>(mute=False)
0ABOVW,센서 민감도 설정에 대해 설명해 줘,<function_JS>(type=9)
0ABOVW,질소산화물이 뭔데,<function_HW>(type=4)
0ABOVW,이번 주에는 할 일이 많아서 조금 더 부지런히 보내야겠어,<function_MR>()
0ABOVW,배터리 잔량 확인해줘,<function_JJ>()
0ABOVW,수요일 날씨 몇 도야,"<function_MO>(timeframe=5, location=""0"")"
0ABOVW,어떤 청정 기능이 탑재되어 있나요,<function_EN>(type=3)
0ABOVW,수요일 날씨 알려줄래,"<function_MO>(timeframe=5, location=""0"")"
0ABOVW,테일러 스위프트 노래 자주 들어,<function_MR>()
0ABOVW,오늘 저녁에 뭐 먹을지 고민 중인데 뭘 먹을까,<function_MR>()
0ABOVW,기기 언어를 변경할 수 있을까,<function_HS>(type=-1)
0ABOVW,주말 날씨 더워,"<function_MO>(timeframe=2, location=""0"")"
0ABOVW,목요일 마닐라 미세먼지 어때,"<function_IO>(timeframe=6, location=마닐라)"
0ABOVW,엘이디 화면밝기를 일로 해줘,<function_WN>(brightness=1)
0ABOVW,오늘 아침 뭐 먹었어,<function_MR>()
0ABOVW,요즘 인기 많은 드라마 뭐야,<function_MR>()
0ABOVW,음소거 상태야,<function_MV>(get=True)
0ABOVW,이사 왔는데 친구를 어떻게 사귀어야 할까,<function_MR>()
0ABOVW,룩앳미,<function_FR>()
0ABOVW,오늘 일찍 퇴근할 거야,<function_MR>()
0ABOVW,유브이 엘이디는 뭘 말하는거야,<function_JS>(type=6)
0ABOVW,개인정보 보안은 되어있는 거야,<function_SB>(type=5)
0ABOVW,사용 중인 온도 표기 체계 알려주세요,<function_EW>(get=True)
0ABOVW,이번 주말에는 오랜만에 가족들과 시간을 보내기로 했어,<function_MR>()
0ABOVW,오늘 하루는 정말 바빴어 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,오늘 저녁에는 간단하게 파스타나 만들어볼까 생각 중이야,<function_MR>()
0ABOVW,미디음 볼륨 단계가 어떻게 되는지 알려줘,<function_ZV>(get=True)
0ABOVW,엘씨디 화면 밝기를 영단계로 조절해줄래,<function_WN>(brightness=0)
0ABOVW,이 책 재미있어 보여,<function_MR>()
0ABOVW,에러 띄워줘,<function_XO>()
0ABOVW,내일 만나자,<function_MR>()
0ABOVW,새로 시작한 프로젝트가 생각보다 어려워서 스트레스를 많이 받아,<function_MR>()
0ABOVW,지금 공기질 모니터링 상황 알고 싶어,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,다음 주말에는 친구들과 함께 시간을 보내,<function_MR>()
0ABOVW,개인정보 보호 체계는 있는 거야,<function_SB>(type=5)
0ABOVW,에이아이 모드의 공간별 공기질 데이터 연동 상태로 바꿔줘,"<function_BP>(enable=0, type=1)"
0ABOVW,지금 설정된 온도 표기를 확인하고 싶어요,<function_EW>(get=True)
0ABOVW,이번 영화 기대 돼,<function_MR>()
0ABOVW,감지 감도 낮게 조정하면 되겠네,<function_QD>(type=0)
0ABOVW,웨이크업 기능이 하는 역할이 뭐야,<function_EN>(type=5)
0ABOVW,이번에 새로 나온 스마트폰이 정말 좋다는데 살까 말까,<function_MR>()
0ABOVW,고민이네 나이트 모드 꺼줘,<function_BS>()
0ABOVW,선호하는 운동이 있어,<function_MR>()
0ABOVW,이번 주에는 운동을 좀 더 열심히 해서 몸을 건강하게 만들어야겠어,<function_MR>()
0ABOVW,선택 구역 공기청정 시작해,<function_FF>(position=-1)
0ABOVW,해운대의 일요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=9, location=해운대)"
0ABOVW,세비야의 주말 날씨 전망을 표시해주세요,"<function_MO>(timeframe=2, location=""세비야"")"
0ABOVW,내일 카사블랑카 날씨 알려줘,"<function_MO>(timeframe=1, location=""카사블랑카"")"
0ABOVW,대기화면을 기본 테마로 전환해주실래요,<function_HG>(theme=0)
0ABOVW,다음 달에 중요한 발표가 있어서 준비를 열심히 하고 있어,<function_MR>()
0ABOVW,프라이버시 설정 비활성화할 수 있어,<function_GN>(enable=False)
0ABOVW,토요일 날씨 알려줄래,"<function_MO>(timeframe=8, location=""0"")"
0ABOVW,저녁에 뭐할까,<function_MR>()
0ABOVW,다음 달에 친구들과 여행을 가기로 했는데 기대 돼,<function_MR>()
0ABOVW,나이트 모드 설정해줘,<function_BS>(enable=True)
0ABOVW,엘이디 화면밝기를 오단계로 설정해줘,<function_WN>(brightness=5)
0ABOVW,내일은 친구들이랑 만날 계획인데 어디서 만나야 할지 고민이네,<function_MR>()
0ABOVW,화요일 자카르타 날씨 더워,"<function_MO>(timeframe=4, location=""자카르타"")"
0ABOVW,현재 뉴델리 초미세먼지 농도 몇이야,"<function_IO>(timeframe=0, location=""뉴델리"")"
0ABOVW,자기 소개 시작해,<function_EN>(type=1)
0ABOVW,소피아 수요일 날씨에 눈 오니,"<function_MO>(timeframe=5, location=""소피아"")"
0ABOVW,방별 공기질 모니터링 결과 알려줘 요,<function_IO>()
0ABOVW,일주일 중 가장 좋아하는 날이 언제야,<function_MR>()
0ABOVW,새로 나온 카페가 분위기가 좋아서 가보고 싶어,<function_MR>()
0ABOVW,이번에 새로 산 신발이 너무 편해서 매일 신고 다니고 있어,<function_MR>()
0ABOVW,공기청정 모드 실행하고 있니,<function_ID>(get=True)
0ABOVW,충전 중에 내가 조심해야 할 게 있어,<function_DW>(type=2)
0ABOVW,전체 구역 청정 부탁할게,<function_EF>(action=1)
0ABOVW,여기 와본 적 있어,<function_MR>()
0ABOVW,기기 언어 바꾸고 싶어요,<function_HS>(type=-1)
0ABOVW,토요일 에센 날씨 어때요,"<function_MO>(timeframe=8, location=""에센"")"
0ABOVW,맥박수 측정하고 알려줄래,<function_GV>()
0ABOVW,점심 같이 먹을래,<function_MR>()
0ABOVW,다음 달에 있을 중요한 시험 준비로 바빠,<function_MR>()
0ABOVW,다음 주에는 조금 더 부지런하게 보내야겠어 할 일이 많아,<function_MR>()
0ABOVW,세계여행방에서 청정해주시면 감사해요,"<function_FF>(position=""세계여행방"")"
0ABOVW,공기청정기 설치 시 주의해야 할 거 뭐가 있어,<function_DW>(type=3)
0ABOVW,다음 주에 있을 모임 준비를 미리 해두는 게 좋겠지,<function_MR>()
0ABOVW,코끼리반에서 공기청정 해줘 요,<function_FF>()
0ABOVW,목요일 선양 날씨 비 와,"<function_MO>(timeframe=6, location=""선양"")"
0ABOVW,엘이디 화면밝기를 사로 해줘,<function_WN>(brightness=4)
0ABOVW,나서 월요일 미세먼지 농도 어때,"<function_IO>(timeframe=3, location=""0"")"
0ABOVW,동대문구 화요일 날씨 눈 올까,"<function_MO>(timeframe=4, location=""동대문구"")"
0ABOVW,다음 주에 친구들이랑 모임이 있는데 뭐 입고 갈지 고민이야,<function_MR>()
0ABOVW,실외 공기질 정보 연동 설정을 켜줄래요,"<function_BP>(enable=0, type=0)"
0ABOVW,새로운 책을 시작했는데 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()
0ABOVW,주류보관실에서 청정 진행해주세요,"<function_FF>(position=""주류보관실"")"
0ABOVW,장애물 감지 센서 청소하는 방법 알려줘,<function_PC>(type=6)
0ABOVW,토요일 하노이 날씨 비 와,"<function_MO>(timeframe=8, location=하노이)"
0ABOVW,요즘 스트레스를 너무 많이 받아서 어떻게 풀어야 할지 모르겠어,<function_MR>()
0ABOVW,당진 수요일 날씨 어때요,"<function_MO>(timeframe=5, location=""당진"")"
0ABOVW,기기 언어를 변경해줘,<function_HS>(type=-1)
0ABOVW,프라이버시 모드에 대해 설명해 죠,<function_JS>(type=2)
0ABOVW,내일 용산구 날씨 알려죠,"<function_MO>(timeframe=1, location=""용산구"")"
0ABOVW,주말에 뭐 할거야,<function_MR>()
0ABOVW,집에 먹을 게 하나도 없어서 편의점 가려고,<function_MR>()
0ABOVW,어제 본 영화가 정말 감동적이었어 추천해줄게,<function_MR>()
0ABOVW,주말 보고타 날씨 어때,"<function_MO>(timeframe=2, location=""보고타"")"
0ABOVW,주말 몬트리올의 공기질 예보를 보여줘,"<function_IO>(timeframe=2, location=몬트리올)"
0ABOVW,유브이 살균 엘이디 켜져있어,<function_NN>(get=True)
0ABOVW,요즘 뭐 공부하고 있어,<function_MR>()
0ABOVW,이번 주말에 뭐 할래,<function_MR>()
0ABOVW,가든 청정,<function_FF>(position=가든)
0ABOVW,수요일 성남 날씨 좀 알려주세요,"<function_MO>(timeframe=5, location=""성남"")"
0ABOVW,새로 나온 노트북이 성능이 좋다고 하던데 한번 알아봐야겠어,<function_MR>()
0ABOVW,이번 주에는 좀 더 부지런히 살아야겠다는 생각이 들어,<function_MR>()
0ABOVW,다음 주말에는 친구들과 캠핑을 가기로 했어 기대 돼,<function_MR>()
0ABOVW,에이아이 모드 창에서 공간별 누적 공기질 정보 연동 설정을 활성화해 주시길 부탁드립니다,"<function_BP>(enable=0, type=1)"
0ABOVW,오늘 저녁은 뭘 먹을지 고민이야 배는 고픈데 딱히 땡기는 게 없어,<function_MR>()
0ABOVW,집에 있는 시간이 많아지니까 뭘 해야 할지 모르겠어,<function_MR>()
0ABOVW,전기 요금이 많이 나올까,<function_HI>(type=2)
0ABOVW,밝기 몇이야,<function_WN>(get=True)
0ABOVW,오늘은 친구들이랑 만나서 시간을 보내려고 해,<function_MR>()
0ABOVW,일요일 울산 날씨 더울까,"<function_MO>(timeframe=9, location=""울산"")"
0ABOVW,일요일 런던 날씨 몇 도야,"<function_MO>(timeframe=9, location=""런던"")"
0ABOVW,볼륨을 일로 맞춰줘,<function_ZV>(volume=1)
0ABOVW,친구와 함께 요리하는 걸 좋아해,<function_MR>()
0ABOVW,음성인식 켜줘,<function_QT>(enable=True)
0ABOVW,지금 음량 몇단계인지 알려줘,<function_ZV>(get=True)
0ABOVW,포장실에서 청정 기능 진행해줘,"<function_FF>(position=""포장실"")"
0ABOVW,온도 단위를 화씨로 바꿔줄래요,<function_EW>(type=1)
0ABOVW,엘이디 화면밝기를 일단계로 해줘,<function_WN>(brightness=1)
0ABOVW,주말 요하네스버그 날씨 알려줘,"<function_MO>(timeframe=2, location=""요하네스버그"")"
0ABOVW,학교 숙제가 너무 많아,<function_MR>()
0ABOVW,학부모자료실에서 청정해주면 좋겠어,"<function_FF>(position=""학부모자료실"")"
0ABOVW,캠핑 한번 해보고 싶어,<function_MR>()
0ABOVW,목요일 날씨 알려주세요,"<function_MO>(timeframe=6, location=""0"")"
0ABOVW,일요일 옥수동 공기질 걱정해야 할까,"<function_IO>(timeframe=9, location=옥수동)"
0ABOVW,화요일 상하이 날씨 어때,"<function_MO>(timeframe=4, location=상하이)"
0ABOVW,다음 주에 중요한 미팅이 있어서 준비를 철저히 해야 해,<function_MR>()
0ABOVW,에어 센서 놓기에 가장 쾌적한 곳이 어디라 생각하니,<function_CS>(type=3)
0ABOVW,주말 모스크바의 공기질 예보를 보여줘,"<function_IO>(timeframe=2, location=모스크바)"
0ABOVW,쇼핑할 때 뭘 제일 많이 사,<function_MR>()
0ABOVW,네번째강의실 공기청정 시작해줘 요,<function_FF>()
0ABOVW,클래식 음악 들으면 마음이 편해져,<function_MR>()
0ABOVW,내일 공기질 상태 알려줘,"<function_IO>(timeframe=1, location=""0"")"
0ABOVW,완충까지 걸리는 시간을 알려줘,<function_KP>(type=1)
0ABOVW,이번 주말에는 집에서 영화를 몰아서 보려고 해,<function_MR>()
0ABOVW,목요일 날씨 어때,"<function_MO>(timeframe=6, location=""창녕"")"
0ABOVW,청정 켜줘,<function_PG>()
0ABOVW,요즘 뭐가 제일 재밌어,<function_MR>()
0ABOVW,다음 주에는 운동을 조금 더 열심히 해볼까 생각 중이야,<function_MR>()
0ABOVW,요즘 할인하는 상품 많더라,<function_MR>()
0ABOVW,목요일 광진구 날씨 비 와,"<function_MO>(timeframe=6, location=광진구)"
0ABOVW,충전 위치로 되돌아가,<function_KI>()
0ABOVW,기기 언어 설정 한국어로 바꿔줘,<function_HS>(type=1)
0ABOVW,파리 금요일 날씨 더울까,"<function_MO>(timeframe=7, location=""파리"")"
0ABOVW,커피 대신 차를 마셔볼까,<function_MR>()
