index,query,function
0ABOVW,토요일 날씨 좀,"<function_MO>(timeframe=8, location=0)"
0ABOVW,토요일 가평 날씨 어때,"<function_MO>(timeframe=8, location=가평)"
0ABOVW,토요일 고베 날씨 비 와요,"<function_MO>(timeframe=8, location=고베)"
0ABOVW,김천의 토요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=8, location=김천)"
0ABOVW,토요일 난징 날씨 알려줘,"<function_MO>(timeframe=8, location=난징)"
0ABOVW,토요일 담양 날씨 어때,"<function_MO>(timeframe=8, location=담양)"
0ABOVW,대저우의 토요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=8, location=대저우)"
0ABOVW,토요일 데날리 날씨 몇 도야,"<function_MO>(timeframe=8, location=데날리)"
0ABOVW,토요일 리스본 날씨 좀 알려줘,"<function_MO>(timeframe=8, location=리스본)"
0ABOVW,토요일 몰디브 날씨 알려주세요,"<function_MO>(timeframe=8, location=몰디브)"
0ABOVW,토요일 밀라노 날씨 많이 더울까,"<function_MO>(timeframe=8, location=밀라노)"
0ABOVW,토요일 브리즈번 날씨 안내해줘,"<function_MO>(timeframe=8, location=브리즈번)"
0ABOVW,토요일 샌프란시스코 날씨 몇 도야,"<function_MO>(timeframe=8, location=샌프란시스코)"
0ABOVW,성북구 토요일 날씨 눈 올까,"<function_MO>(timeframe=8, location=성북구)"
0ABOVW,토요일 세부 날씨 비 와,"<function_MO>(timeframe=8, location=세부)"
0ABOVW,토요일 세종시 날씨 더울까,"<function_MO>(timeframe=8, location=세종시)"
0ABOVW,아그라 토요일 날씨 알려줘,"<function_MO>(timeframe=8, location=아그라)"
0ABOVW,토요일 애들레이드 날씨 어때,"<function_MO>(timeframe=8, location=애들레이드)"
0ABOVW,토요일 양평 날씨 알려줘,"<function_MO>(timeframe=8, location=양평)"
0ABOVW,토요일 에센 날씨 어때요,"<function_MO>(timeframe=8, location=에센)"
0ABOVW,토요일 조지타운 날씨 더워,"<function_MO>(timeframe=8, location=조지타운)"
0ABOVW,토요일 칭다오 날씨 어때,"<function_MO>(timeframe=8, location=칭다오)"
0ABOVW,토요일 카사블랑카 날씨 몇 도일까,"<function_MO>(timeframe=8, location=카사블랑카)"
0ABOVW,토요일 퀘벡 날씨 어때,"<function_MO>(timeframe=8, location=퀘벡)"
0ABOVW,토요일 날씨 보여줘,"<function_MO>(timeframe=8, location=태백)"
0ABOVW,태백 토요일 날씨 보여줘,"<function_MO>(timeframe=8, location=태백)"
0ABOVW,토요일 파주 날씨 알려줘,"<function_MO>(timeframe=8, location=파주)"
0ABOVW,토요일 평창 날씨 알려줄래,"<function_MO>(timeframe=8, location=평창)"
0ABOVW,토요일 피렌체 날씨 알려주세요,"<function_MO>(timeframe=8, location=피렌체)"
0ABOVW,토요일 광진구 날씨 몇 도야,"<function_MO>(timeframe=8, location=광진구)"
0ABOVW,토요일 노량진 날씨 알려줘,"<function_MO>(timeframe=8, location=노량진)"
0ABOVW,토요일 런던 날씨 어때,"<function_MO>(timeframe=8, location=런던)"
0ABOVW,시드니의 토요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=8, location=시드니)"
0ABOVW,토요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=8, location=시드니)"
0ABOVW,토요일 날씨,"<function_MO>(timeframe=8, location=시드니)"
0ABOVW,토요일 제주시 날씨 알려줘,"<function_MO>(timeframe=8, location=제주시)"
0ABOVW,토요일 천호동 날씨 알려줘,"<function_MO>(timeframe=8, location=천호동)"
0ABOVW,토요일 하노이 날씨 비 와,"<function_MO>(timeframe=8, location=하노이)"
0ABOVW,일요일 날씨 몇 도야,"<function_MO>(timeframe=9, location=0)"
0ABOVW,일요일 날씨 추울까,"<function_MO>(timeframe=9, location=0)"
0ABOVW,일요일 날씨 알려줄래,"<function_MO>(timeframe=9, location=0)"
0ABOVW,일요일 날씨 전망을 표시해줄 수 있어,"<function_MO>(timeframe=9, location=0)"
0ABOVW,일요일 날씨 더워,"<function_MO>(timeframe=9, location=0)"
0ABOVW,일요일 날씨,"<function_MO>(timeframe=9, location=0)"
0ABOVW,일요일 날씨 좀 알려줘요,"<function_MO>(timeframe=9, location=0)"
0ABOVW,일요일 날씨 알려줘,"<function_MO>(timeframe=9, location=0)"
0ABOVW,일요일 날씨 알려죠,"<function_MO>(timeframe=9, location=0)"
0ABOVW,일요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=9, location=0)"
0ABOVW,일요일 날씨 좀,"<function_MO>(timeframe=9, location=0)"
0ABOVW,일요일 고흥 날씨 따뜻하게 입어야 할까,"<function_MO>(timeframe=9, location=고흥)"
0ABOVW,일요일 과천 날씨 상황 어때,"<function_MO>(timeframe=9, location=과천)"
0ABOVW,일요일 금천구 날씨 알려줘,"<function_MO>(timeframe=9, location=금천구)"
0ABOVW,일요일 남양주 날씨 어때,"<function_MO>(timeframe=9, location=남양주)"
0ABOVW,일요일 다르에스살람 날씨 더워,"<function_MO>(timeframe=9, location=다르에스살람)"
0ABOVW,일요일 대관령 날씨 알려줘,"<function_MO>(timeframe=9, location=대관령)"
0ABOVW,일요일 동두천 날씨 좀 알려주세요,"<function_MO>(timeframe=9, location=동두천)"
0ABOVW,일요일 런던 날씨 몇 도야,"<function_MO>(timeframe=9, location=런던)"
0ABOVW,일요일 레이캬비크 날씨 어때요,"<function_MO>(timeframe=9, location=레이캬비크)"
0ABOVW,일요일 날씨 어때,"<function_MO>(timeframe=9, location=밀드라)"
0ABOVW,밀드라 일요일 날씨 어때요,"<function_MO>(timeframe=9, location=밀드라)"
0ABOVW,일요일 바르셀로나 날씨 많이 더울까,"<function_MO>(timeframe=9, location=바르셀로나)"
0ABOVW,일요일 벤쿠버 날씨 어때,"<function_MO>(timeframe=9, location=벤쿠버)"
0ABOVW,일요일 브리즈번 날씨 어때,"<function_MO>(timeframe=9, location=브리즈번)"
0ABOVW,일요일 블라디보스토크 날씨에 눈 오니,"<function_MO>(timeframe=9, location=블라디보스토크)"
0ABOVW,일요일 삿포로 날씨 비 와요,"<function_MO>(timeframe=9, location=삿포로)"
0ABOVW,일요일 상하이 날씨 비 와,"<function_MO>(timeframe=9, location=상하이)"
0ABOVW,일요일 선양 날씨 두껍게 입어야 해,"<function_MO>(timeframe=9, location=선양)"
0ABOVW,일요일 날씨 보여줘,"<function_MO>(timeframe=9, location=세고비아)"
0ABOVW,세고비아 일요일 날씨 보여줘,"<function_MO>(timeframe=9, location=세고비아)"
0ABOVW,아르헨티나 일요일 날씨가 어떤가요,"<function_MO>(timeframe=9, location=아르헨티나)"
0ABOVW,영등포구 일요일 날씨 눈 올까,"<function_MO>(timeframe=9, location=영등포구)"
0ABOVW,일요일 오산 날씨 알려줘,"<function_MO>(timeframe=9, location=오산)"
0ABOVW,일요일 울산 날씨 더울까,"<function_MO>(timeframe=9, location=울산)"
0ABOVW,일요일 원주 날씨 알려줄래,"<function_MO>(timeframe=9, location=원주)"
0ABOVW,일요일 웰링턴 날씨 안내해줘,"<function_MO>(timeframe=9, location=웰링턴)"
0ABOVW,일요일 의성 날씨 좀 알려줄래,"<function_MO>(timeframe=9, location=의성)"
0ABOVW,일요일 케이프타운 날씨 몇 도일까,"<function_MO>(timeframe=9, location=케이프타운)"
0ABOVW,일요일 타히티 날씨 알려주세요,"<function_MO>(timeframe=9, location=타히티)"
0ABOVW,틸루르그의 일요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=9, location=틸루르그)"
0ABOVW,하남의 일요일 날씨 전망을 표시해주세요,"<function_MO>(timeframe=9, location=하남)"
0ABOVW,일요일 리우데자네이루 날씨 알려줘,"<function_MO>(timeframe=9, location=리우데자네이루)"
0ABOVW,일요일 몬트리올 날씨 비 와,"<function_MO>(timeframe=9, location=몬트리올)"
0ABOVW,일요일 해남 날씨 알려줘,"<function_MO>(timeframe=9, location=해남)"
0ABOVW,해운대의 일요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=9, location=해운대)"
0ABOVW,자격증 준비하고 있니,<function_MR>()
0ABOVW,저는 음악을 듣는 걸 좋아해요,<function_MR>()
0ABOVW,이 책 정말 재밌어,<function_MR>()
0ABOVW,오늘 저녁은 샐러드로 가볍게 먹을까,<function_MR>()
0ABOVW,내일은 조금 더 부지런하게 보내야겠어 할 일이 많아,<function_MR>()
0ABOVW,다음 달에 있을 콘서트를 기대하고 있어 정말 재밌을 것 같아,<function_MR>()
0ABOVW,제주도 여행 가봤어,<function_MR>()
0ABOVW,새로 시작한 취미가 너무 재미있어서 시간 가는 줄 모르겠어,<function_MR>()
0ABOVW,새로 시작한 운동이 뭐야,<function_MR>()
0ABOVW,이번 달은 너무 바빠서 친구들 만날 시간이 없었어,<function_MR>()
0ABOVW,오늘 저녁은 뭘 먹을지 고민 중이야 배는 고픈데 딱히 생각나는 게 없어,<function_MR>()
0ABOVW,내일 중요한 발표가 있는데 너무 긴장 돼 잘해야 할 텐데,<function_MR>()
0ABOVW,요즘 읽고 있는 책이 정말 흥미로워,<function_MR>()
0ABOVW,새로운 가방을 사고 싶은데 어떤 게 좋을까 고민 중이야,<function_MR>()
0ABOVW,요즘 스트레스를 너무 많이 받아서 운동으로 풀려고 해,<function_MR>()
0ABOVW,이번 주말에는 그냥 집에서 편하게 쉬고 싶어,<function_MR>()
0ABOVW,이번 주말에는 그냥 집에서 푹 쉬려고 해,<function_MR>()
0ABOVW,이 음악 들어봤어,<function_MR>()
0ABOVW,좋아하는 책이 뭐야,<function_MR>()
0ABOVW,오늘은 아무것도 하기 싫어서 그냥 집에 있을래,<function_MR>()
0ABOVW,다음 주에 있을 모임 준비를 미리 해둬야겠어,<function_MR>()
0ABOVW,새로 개봉한 영화 봐야겠어,<function_MR>()
0ABOVW,일정을 잘못 짜서 오늘 하루 종일 바쁘게 움직였어,<function_MR>()
0ABOVW,커피 한 잔 마시러 갈래,<function_MR>()
0ABOVW,새로 나온 영화 예고편 봤어 되게 재밌어 보이더라,<function_MR>()
0ABOVW,내일 중요한 미팅 있어,<function_MR>()
0ABOVW,오늘 하루가 너무 바빴어 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,내일은 일찍 일어나서 하루를 길게 써볼 생각이야,<function_MR>()
0ABOVW,이번 달은 정신없이 바빠서 친구들 만날 시간이 없었어,<function_MR>()
0ABOVW,다음 달에 있을 중요한 발표를 준비 중이야,<function_MR>()
0ABOVW,오늘 할 일 많아,<function_MR>()
0ABOVW,다음 달에 있을 시험 준비를 열심히 해야 할 것 같아,<function_MR>()
0ABOVW,새로운 요리법 배웠어,<function_MR>()
0ABOVW,새로 나온 레스토랑 가봤어,<function_MR>()
0ABOVW,넌 무슨 음식을 좋아해,<function_MR>()
0ABOVW,넌 어떻게 생각해,<function_MR>()
0ABOVW,다음 주에 있을 약속이 취소돼서 좀 아쉽다,<function_MR>()
0ABOVW,요즘 들어 일찍 자고 일찍 일어나니까 기분이 상쾌해,<function_MR>()
0ABOVW,새로 시작한 다이어트가 생각보다 힘드네,<function_MR>()
0ABOVW,어떤 영화가 좋을까,<function_MR>()
0ABOVW,주말에 계획 있어,<function_MR>()
0ABOVW,집에서 할 수 있는 운동 추천해 줄 수 있어,<function_MR>()
0ABOVW,다음 달에 친구랑 여행 갈 계획 세우고 있어,<function_MR>()
0ABOVW,자기계발서 추천해줄래,<function_MR>()
0ABOVW,요즘 뭐하고 있는지 말해봐,<function_MR>()
0ABOVW,오늘 저녁은 간단하게 파스타나 만들어 먹어야겠어,<function_MR>()
0ABOVW,오늘 하루가 너무 길어서 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,새로 산 자전거를 타고 근처 공원을 돌면 좋을 것 같아,<function_MR>()
0ABOVW,이번에 여행 가서 사진 많이 찍자,<function_MR>()
0ABOVW,이번 주말에 뭐 할 계획 있어,<function_MR>()
0ABOVW,내일은 뭐 할 계획이야,<function_MR>()
0ABOVW,오늘 저녁으로 뭐 먹을지 아직도 고민 중이야,<function_MR>()
0ABOVW,이번 주에 할 일이 많아서 큰일이야,<function_MR>()
0ABOVW,오늘은 하루 종일 비가 와서 기분이 축 처지네,<function_MR>()
0ABOVW,이 영화 예고편 봤어,<function_MR>()
0ABOVW,오늘 일정은 어떻게 돼,<function_MR>()
0ABOVW,오랜만에 부모님과 시간을 보내려고 계획 중이야,<function_MR>()
0ABOVW,아 맛있는 거 먹고 싶은걸,<function_MR>()
0ABOVW,등산할 때 필요한 장비가 뭐가 있을까,<function_MR>()
0ABOVW,다음 달에 있을 중요한 발표 준비로 바빠,<function_MR>()
0ABOVW,내일은 조금 일찍 일어나서 할 일 좀 미리 해둬야겠어,<function_MR>()
0ABOVW,새로 산 가방이 마음에 드는데 무슨 옷이랑 잘 어울릴지 고민이야,<function_MR>()
0ABOVW,하루 종일 앉아있었더니 허리가 너무 아프다 스트레칭을 좀 해야겠어,<function_MR>()
0ABOVW,이 영화 추천할 만해,<function_MR>()
0ABOVW,지금 뭐 하고 있어,<function_MR>()
0ABOVW,오늘은 하루 종일 바쁘게 보냈는데도 아직 해야 할 일이 남아있어,<function_MR>()
0ABOVW,오늘 하루는 너무 길어서 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,무슨 취미 있어,<function_MR>()
0ABOVW,새로운 레시피로 요리를 해볼까 하는데 뭐가 좋을지 고민 중이야,<function_MR>()
0ABOVW,요즘 드라마 뭐 재밌어,<function_MR>()
0ABOVW,오늘 하루는 너무 바빴어 이제야 좀 여유가 생겼어,<function_MR>()
0ABOVW,오늘 뭔가 할 게 많아,<function_MR>()
0ABOVW,새로 산 자켓이 정말 마음에 들어 매일 입고 다니고 있어,<function_MR>()
0ABOVW,좋아하는 운동 선수가 누구야,<function_MR>()
0ABOVW,오늘 아침부터 정신없었어,<function_MR>()
0ABOVW,오늘 하루 어땠어,<function_MR>()
0ABOVW,나서 새 앨범 들어봤어,<function_MR>()
0ABOVW,요즘 잠이 잘 안 와,<function_MR>()
0ABOVW,오늘 저녁에는 가볍게 산책을 하면서 기분을 전환해야겠어,<function_MR>()
0ABOVW,오늘 진짜 힘들었어,<function_MR>()
0ABOVW,커피 마실래,<function_MR>()
0ABOVW,주말에 뭘 할지 아직 못 정했는데 그냥 영화나 볼까 생각 중이야,<function_MR>()
0ABOVW,다음 주에는 꼭 가족들이랑 외식하기로 했어,<function_MR>()
0ABOVW,산책하러 나가자,<function_MR>()
0ABOVW,오늘은 그냥 집에서 푹 쉬면서 시간을 보내려고 해,<function_MR>()
0ABOVW,드럼 배우고 싶은데 어디서 시작하지,<function_MR>()
0ABOVW,요즘 공부하는 게 힘들어,<function_MR>()
0ABOVW,이번 주말에는 그냥 쉬면서 영화나 몰아서 볼까 고민 중이야,<function_MR>()
0ABOVW,친구랑 약속이 있었는데 갑자기 취소됐어,<function_MR>()
0ABOVW,다음 휴가는 해외로 가고 싶어,<function_MR>()
0ABOVW,오늘은 무슨 일을 해야 할지 모르겠어,<function_MR>()
0ABOVW,새로운 옷을 사고 싶은데 어떤 스타일이 좋을지 고민이야,<function_MR>()
0ABOVW,오늘 진짜 일 많았어,<function_MR>()
0ABOVW,이번 주에는 할 일이 많아서 시간을 잘 계획해야겠어,<function_MR>()
0ABOVW,내일은 일찍 일어나서 하루를 길게 써야겠어,<function_MR>()
0ABOVW,이 영화 결말 예상했어,<function_MR>()
0ABOVW,다음 주말에는 오랜만에 가족들이랑 시간을 보내려고 해,<function_MR>()
0ABOVW,온라인 쇼핑 많이 해,<function_MR>()
0ABOVW,최근에 본 영화 중에 뭐가 제일 좋았어,<function_MR>()
0ABOVW,새로 나온 신발이 예쁘더라,<function_MR>()
0ABOVW,오늘은 뭘 입을까,<function_MR>()
0ABOVW,주말에 만날래,<function_MR>()
0ABOVW,다음 주말에는 친구들과 등산을 가기로 했어,<function_MR>()
0ABOVW,다음 주에 있을 발표 준비를 미리 해둬야 할 것 같아,<function_MR>()
0ABOVW,이번 주에는 운동을 조금 더 열심히 해야겠어,<function_MR>()
0ABOVW,이번 달은 정말 정신없이 지나간 것 같아,<function_MR>()
0ABOVW,어디 가고 싶어,<function_MR>()
0ABOVW,내일 아침에는 조금 일찍 일어나서 산책이나 할까,<function_MR>()
0ABOVW,다음 주에는 중요한 발표가 있어서 준비를 철저히 해야 해,<function_MR>()
0ABOVW,빵집에서 맛있는 빵 사왔어,<function_MR>()
0ABOVW,다음 주에 친구들이랑 여행 가기로 했는데 기대 돼,<function_MR>()
0ABOVW,커피 한 잔 할까,<function_MR>()
0ABOVW,이번에 새로 시작한 취미가 너무 재미있어,<function_MR>()
0ABOVW,이 영화 어때,<function_MR>()
0ABOVW,이 영화 명장면이지,<function_MR>()
0ABOVW,오늘 저녁은 뭘 먹어야 할지 고민이네 배는 고픈데 딱히 땡기는 게 없어,<function_MR>()
0ABOVW,오늘 하루 종일 바빴는데도 아직 해야 할 일이 많아,<function_MR>()
0ABOVW,요즘 너무 바빠서 운동할 시간이 없어서 몸이 찌뿌둥해,<function_MR>()
0ABOVW,오늘 저녁에는 친구들이랑 만나서 저녁을 먹을 예정이야,<function_MR>()
0ABOVW,영화관에서 팝콘이랑 콜라 마시면서 영화 보고 싶다,<function_MR>()
0ABOVW,새로 나온 게임이 정말 재밌어 보이는데 해볼까,<function_MR>()
0ABOVW,뭐 좀 추천해줄래,<function_MR>()
0ABOVW,저는 스페인어를 배우고 있어요,<function_MR>()
0ABOVW,이번 주에는 운동을 좀 더 열심히 해야겠어 체력이 필요해,<function_MR>()
0ABOVW,오늘 무슨 계획 있어,<function_MR>()
0ABOVW,내일 영화 보러 갈래,<function_MR>()
0ABOVW,새로 오픈한 식당 가봤어,<function_MR>()
0ABOVW,이번에 새로 나온 카메라가 정말 좋아 보이는데 살까 말까 고민 중이야,<function_MR>()
0ABOVW,요즘 좋아하는 음식 뭐야,<function_MR>()
0ABOVW,새로 나온 드라마 봤어,<function_MR>()
0ABOVW,이번 주말에는 뭐 하고 놀까 새로운 카페나 가볼까,<function_MR>()
0ABOVW,영화관에서 어떤 자리 앉을래,<function_MR>()
0ABOVW,배가 고파서 뭐라도 먹어야겠어,<function_MR>()
0ABOVW,오늘 회사에서 회의가 있었는데 생각보다 길었어,<function_MR>()
0ABOVW,내일 뭐할 계획 있어,<function_MR>()
0ABOVW,새로 시작한 프로젝트가 생각보다 어렵네 스트레스 받아,<function_MR>()
0ABOVW,요즘 여행지 중에 어디가 제일 좋아,<function_MR>()
0ABOVW,이거 어디서 본 것 같아,<function_MR>()
0ABOVW,새로운 요리법을 배웠어,<function_MR>()
0ABOVW,다음 주에는 더 열심히 일해야겠어 할 일이 많아,<function_MR>()
0ABOVW,내일 아침에는 일찍 일어나서 독서를 할까 생각 중이야,<function_MR>()
0ABOVW,온라인 강의 들어봤어,<function_MR>()
0ABOVW,책 다 읽었어,<function_MR>()
0ABOVW,나서 이 식당 어때,<function_MR>()
0ABOVW,가성비 좋은 제품 추천해줄래,<function_MR>()
0ABOVW,이번 주에는 운동을 좀 더 열심히 해야겠어 체력 기르기가 중요해,<function_MR>()
0ABOVW,요즘 운동 뭐 하고 있어,<function_MR>()
0ABOVW,나서 이 영화 언제 개봉해,<function_MR>()
0ABOVW,저녁에 뭐 먹을지 고민 중이야 뭘 먹으면 좋을까,<function_MR>()
0ABOVW,이 드라마 스토리 진짜 긴장감 넘쳐,<function_MR>()
0ABOVW,오늘은 아무것도 안 하고 그냥 푹 쉬고 싶어,<function_MR>()
0ABOVW,요즘 들어 너무 바빠서 쉬는 날이 필요해,<function_MR>()
0ABOVW,새로 나온 스마트폰 사고 싶은데 지금 사도 괜찮을까,<function_MR>()
0ABOVW,새로 나온 노래가 되게 좋더라 계속 반복해서 듣고 있어,<function_MR>()
0ABOVW,저녁에 뭐 먹을지 고민 중이야 피자 아니면 파스타,<function_MR>()
0ABOVW,이 영화 진짜 재밌다,<function_MR>()
0ABOVW,효율적으로 공부하는 방법이 뭐야,<function_MR>()
0ABOVW,시간 관리 방법 공유해줄래,<function_MR>()
0ABOVW,비행기 표 예약했어,<function_MR>()
0ABOVW,새로운 취미를 찾고 싶은데 뭐가 좋을지 모르겠어,<function_MR>()
0ABOVW,주말에 시간이 있을까,<function_MR>()
0ABOVW,테니스 치러 가볼까,<function_MR>()
0ABOVW,친구랑 같이 가는 여행이 정말 기대 돼,<function_MR>()
0ABOVW,새로 시작한 취미가 너무 재미있어서 시간이 금방 가더라,<function_MR>()
0ABOVW,나서 다음 주말에 부모님과 시간을 보낼까 생각 중이야,<function_MR>()
0ABOVW,이번 주말에 근교로 드라이브 갈래,<function_MR>()
0ABOVW,좋아하는 TV 프로그램이 뭐야,<function_MR>()
0ABOVW,이번에 새로 공부 시작한 게 뭐야,<function_MR>()
0ABOVW,저녁 먹고 나서 디저트로 뭐 먹을지 고민 중이야,<function_MR>()
0ABOVW,오늘 밤 뭐 할 계획이야,<function_MR>()
0ABOVW,내일 아침에 뭐 먹지 고민되네 오랜만에 브런치를 먹을까,<function_MR>()
0ABOVW,요즘 좋아하는 음악이 뭐야 새로운 노래 추천해줘,<function_MR>()
0ABOVW,오늘은 가볍게 산책하면서 기분 전환을 해야겠어,<function_MR>()
0ABOVW,다음 주에는 조금 더 계획적으로 살아야겠다는 생각이 들어,<function_MR>()
0ABOVW,다음 주말에 부모님과 시간을 보낼까 생각 중이야,<function_MR>()
0ABOVW,오랜만에 영화를 보러 가는 것도 괜찮을 것 같아,<function_MR>()
0ABOVW,내일은 친구랑 카페에서 시간을 보낼 계획이야,<function_MR>()
0ABOVW,다음 주에는 꼭 친구들이랑 만나서 같이 저녁 먹기로 했어,<function_MR>()
0ABOVW,그림 그리는 게 스트레스 풀리더라,<function_MR>()
0ABOVW,내일은 꼭 일찍 일어나서 할 일을 끝내야겠어,<function_MR>()
0ABOVW,아이스크림 먹으러 가자,<function_MR>()
0ABOVW,이 식당 가본 적 있어,<function_MR>()
0ABOVW,요즘 너무 바빠서 친구들이랑 만날 시간이 없어,<function_MR>()
0ABOVW,오늘은 오랜만에 친구들과 저녁을 먹으러 갈 계획이야,<function_MR>()
0ABOVW,오늘 일정 끝났어,<function_MR>()
0ABOVW,새로 시작한 취미가 생각보다 재미있어서 시간이 금방 가더라,<function_MR>()
0ABOVW,외국어 공부 중인데 추천할 만한 자료 있어,<function_MR>()
0ABOVW,이 식당 가볼까,<function_MR>()
0ABOVW,새로 나온 카페에 가서 커피 한 잔 하고 싶다,<function_MR>()
0ABOVW,이번 주말에는 오랜만에 친구들과 만나기로 했어,<function_MR>()
0ABOVW,겨울에는 스키 타러 가는 게 좋겠어,<function_MR>()
0ABOVW,새로 시작한 운동이 너무 힘들어서 포기할까,<function_MR>()
0ABOVW,유튜버나 인플루언서 중에 꾸준히 보는 사람 있어,<function_MR>()
0ABOVW,새 가방이 필요해,<function_MR>()
0ABOVW,내일은 조금 더 부지런하게 보내야겠어 할 일이 많거든,<function_MR>()
0ABOVW,내일 아침에 일찍 일어나서 운동해야지,<function_MR>()
0ABOVW,온라인에서 저렴하게 살 수 있는 방법 있니,<function_MR>()
0ABOVW,영화 예고편 봤어,<function_MR>()
0ABOVW,오늘 뭐 먹었어,<function_MR>()
0ABOVW,이번 주말에 뭐 하려고,<function_MR>()
0ABOVW,여름 휴가 어디로 갈까,<function_MR>()
0ABOVW,요즘 무슨 공부 하고 있어,<function_MR>()
0ABOVW,내일 아침에 일찍 일어나야 돼,<function_MR>()
0ABOVW,이번 주말에는 뭘 할까,<function_MR>()
0ABOVW,저녁에 뭐 하고 싶어,<function_MR>()
0ABOVW,나서 오늘 하루는 그냥 아무것도 안 하고 싶어,<function_MR>()
0ABOVW,이번에 새로 나온 영화 본 사람 있어,<function_MR>()
0ABOVW,다음 주에는 조금 더 부지런하게 지내야겠다고 다짐 중이야,<function_MR>()
0ABOVW,오늘은 일찍 자야지 내일 할 일이 많거든,<function_MR>()
0ABOVW,어디 가는 거야,<function_MR>()
0ABOVW,내일은 일찍 일어나서 하루를 길게 써보려고 해,<function_MR>()
0ABOVW,오늘 저녁 뭐 먹지,<function_MR>()
0ABOVW,인터넷에서 쇼핑하는 거 좋아해,<function_MR>()
0ABOVW,내일은 친구랑 점심 먹으러 가기로 했어,<function_MR>()
0ABOVW,넌 주말에 보통 뭐 해,<function_MR>()
0ABOVW,내일 시간 있어,<function_MR>()
0ABOVW,이거 어디서 샀어,<function_MR>()
0ABOVW,주말에 친구랑 캠핑 갈 거야,<function_MR>()
0ABOVW,아침에 일어나기가 정말 힘들어,<function_MR>()
0ABOVW,오늘 점심은 간단하게 먹고 싶어,<function_MR>()
0ABOVW,다음 달에 있을 모임을 준비하려고 하는데 뭘 준비해야 할지 고민이야,<function_MR>()
0ABOVW,아침에 먹은 커피가 너무 진해서 잠이 확 깨더라,<function_MR>()
0ABOVW,오늘 저녁은 무슨 메뉴로 할지 고민 중이야,<function_MR>()
0ABOVW,좋아하는 스포츠가 뭐야,<function_MR>()
0ABOVW,일본어로 고마워는 어떻게 말해,<function_MR>()
0ABOVW,이번 주에 새로운 프로젝트가 시작돼서 기대 중이야,<function_MR>()
0ABOVW,오늘은 하루가 정말 빨리 지나갔어 뭘 했는지 모르겠어,<function_MR>()
0ABOVW,저녁에 산책할 때 조용한 음악을 들으면 기분이 좋아져,<function_MR>()
0ABOVW,오늘 하루는 정말 길었어 이제 쉬고 싶다,<function_MR>()
0ABOVW,오늘 점심은 뭐 먹지 뭔가 색다른 걸 먹어보고 싶어,<function_MR>()
0ABOVW,다음 주말에 여행 가려고 계획 세우고 있어,<function_MR>()
0ABOVW,이번 주말에는 뭘 할까 미리 계획을 세워야겠어,<function_MR>()
0ABOVW,새로 산 옷이 너무 마음에 들어 매일 입고 다니고 있어,<function_MR>()
0ABOVW,내일은 조금 더 부지런하게 보내야지 할 일이 많아,<function_MR>()
0ABOVW,아, 그만하고 싶다, 이거,<function_MR>()
0ABOVW,이번 주말에 새로운 식당을 찾아가볼까,<function_MR>()
0ABOVW,새로운 스킬을 배우고 싶어,<function_MR>()
0ABOVW,이번 주말에 뭐 할거야,<function_MR>()
0ABOVW,집에서 영화 보는 게 좋아, 아니면 영화관이 좋아,<function_MR>()
0ABOVW,이번에 새로 나온 게임 해봤어 정말 재미있더라,<function_MR>()
0ABOVW,내일은 친구들과 카페에서 시간을 보낼 계획이야,<function_MR>()
0ABOVW,새로 나온 게임이 재미있어 보이던데 언제 한번 해봐야겠어,<function_MR>()
0ABOVW,요즘 스트레스를 너무 많이 받아서 운동으로 풀고 있어,<function_MR>()
0ABOVW,요즘 스트레스가 많아,<function_MR>()
0ABOVW,요즘 무슨 취미 생겼어,<function_MR>()
0ABOVW,오늘 점심 뭐 먹지,<function_MR>()
0ABOVW,책상 정리 좀 해야겠어 너무 지저분해졌어,<function_MR>()
0ABOVW,오늘은 뭘 해야 할지 모르겠어 그냥 편하게 쉬고 싶어,<function_MR>()
0ABOVW,다음 주에 중요한 발표가 있는데 준비가 잘 될지 걱정 돼,<function_MR>()
0ABOVW,친구가 보내준 선물이 정말 마음에 들어 오랜만에 웃었어,<function_MR>()
0ABOVW,최근에 다이어트를 시작했어,<function_MR>()
0ABOVW,새로 나온 영화가 기대 돼 이번 주말에 보러 갈까 생각 중이야,<function_MR>()
0ABOVW,책 좀 추천해줘,<function_MR>()
0ABOVW,오늘은 가볍게 산책을 하면서 하루를 마무리해야겠어,<function_MR>()
0ABOVW,읽고 있는 책이 정말 두꺼워,<function_MR>()
0ABOVW,가장 좋아하는 아이스크림 맛이 뭐야,<function_MR>()
0ABOVW,겨울엔 정말 추운 걸 싫어해,<function_MR>()
0ABOVW,새로 나온 앨범 어땠어,<function_MR>()
0ABOVW,다음 주말에는 부모님과 시간을 보내기로 했어,<function_MR>()
0ABOVW,이번 주말에는 가족들이랑 시간을 보내기로 했어,<function_MR>()
